,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases,year,month,day,TMAX,TMIN,TAVG,TDTR,PRCP,precipitation_amount,Reanalysis_Year,Reanalysis_Month,Reanalysis_Day,Reanalysis_ air_temperature,Reanalysis_ dew_point_temperature,Reanalysis_relative_humidity,Reanalysis_ specific_humidity,Reanalysis_ minimum_air_temperature,Reanalysis_ maximum_air_temperature,Reanalysis_precipitation_amount,Reanalysis_TDTR,Reanalysis_TAVG,week_number, Week,ndvi_se, ndvi_sw,ndvi_ne,ndvi_nw
340,29,1996-11-11,1,2,0,1,13,12,29,1996,11,11,28.3,23.9,26.1,4.4,2.3,17.17,1996,11,11,297.97,296.24,90.23,17.68,297.3,298.7,182.7,1.3999999999999773,298,46,46.0, 7.505714e-02, -3.006667e-02, 9.800000e-02, 8.810000e-02
341,30,1996-11-18,3,0,0,3,15,10,31,1996,11,18,27.2,22.8,25.0,4.4,11.4,5.64,1996,11,18,297.24,295.45,89.83,16.89,296.8,297.7,41.8,0.8999999999999773,297.25,47,47.0, 6.076667e-02, NaN, 5.780000e-02, 3.952500e-02
342,31,1996-11-25,0,1,0,4,22,2,29,1996,11,25,28.3,23.9,26.1,4.4,0.3,0,1996,11,25,297.98,294.11,79.28,15.5,297.1,298.7,2.6,1.599999999999966,297.9,48,48.0, 1.649714e-01, NaN, 1.447714e-01, 1.038667e-01
343,32,1996-12-02,0,4,0,4,11,3,22,1996,12,2,27.2,22.2,24.7,5.0,0.3,0,1996,12,2,296.6,290.75,70.18,12.62,295.6,297.5,1.5,1.8999999999999773,296.55,49,49.0, 2.602714e-01, -1.171000e-01, 2.308429e-01, -1.016667e-02
344,33,1996-12-09,2,1,0,3,15,6,27,1996,12,9,29.4,21.1,25.2,8.3,0.0,0,1996,12,9,298.62,294.77,79.42,16.12,297.2,300.5,0,3.3000000000000114,298.85,50,50.0, 1.559143e-01, NaN, 1.760000e-01, 4.950000e-02
345,34,1996-12-16,1,1,0,3,15,4,24,1996,12,16,25.0,22.2,23.6,2.8,3.8,0,1996,12,16,296.19,292.1,77.78,13.7,295.7,297.4,1,1.6999999999999886,296.54999999999995,51,51.0, 1.702286e-01, NaN, 1.818571e-01, 1.639000e-01
346,35,1996-12-23,0,1,0,4,16,5,26,1996,12,23,27.8,21.7,24.8,6.1,0.0,0,1996,12,23,297.42,293.51,78.88,14.9,296.2,299,0.72,2.8000000000000114,297.6,52,52.0, 1.569750e-01, 2.140000e-02, 1.470375e-01, 2.140000e-02
347,36,1997-01-01,2,1,0,1,19,6,29,1997,1,1,27.2,21.7,24.5,5.5,2.0,0,1997,1,1,297.45,292.54,74.07,14.05,296.6,298.5,1.3,1.8999999999999773,297.55,1,1.0, 2.077429e-01, 1.526333e-01, 1.732857e-01, 1.094000e-01
348,37,1997-01-08,0,0,0,3,18,1,22,1997,1,8,26.7,21.7,24.2,5.0,0.3,0,1997,1,8,297.38,292.49,74.2,13.99,296.6,298.1,1,1.5,297.35,2,2.0, 2.683714e-01, NaN, 1.435857e-01, 1.839000e-01
349,38,1997-01-15,0,0,0,2,26,5,33,1997,1,15,28.9,21.1,25.0,7.8,0.0,0,1997,1,15,298.03,294.08,78.82,15.46,296.8,299.7,0.8,2.8999999999999773,298.25,3,3.0, 2.233714e-01, -1.459000e-01, 2.170857e-01, 3.380000e-02
350,39,1997-01-22,0,3,0,1,12,8,24,1997,1,22,26.1,21.1,23.6,5.0,33.5,66.05,1997,1,22,296.73,293.92,84.4,15.26,295.7,298,18.3,2.3000000000000114,296.85,4,4.0, 1.704714e-01, 4.950000e-02, 1.861429e-01, 7.316667e-02
351,40,1997-01-29,0,2,0,0,19,9,30,1997,1,29,27.2,20.6,23.9,6.6,3.0,0,1997,1,29,297.12,292.3,74.4,13.81,296.4,297.7,1.7,1.3000000000000114,297.04999999999995,5,5.0, 1.107571e-01, 4.510000e-02, 1.018000e-01, 4.505000e-02
352,41,1997-02-05,0,1,0,0,15,4,20,1997,2,5,26.7,21.7,24.2,5.0,2.8,0,1997,2,5,296.49,293.59,83.75,14.96,295.7,297.9,16,2.1999999999999886,296.79999999999995,6,6.0, 1.372714e-01, 4.245000e-02, 1.156857e-01, 3.413333e-02
353,42,1997-02-12,2,1,0,0,9,5,17,1997,2,12,27.2,21.7,24.5,5.5,3.3,0,1997,2,12,297.24,294.18,83.07,15.52,296.6,298.1,6.7,1.5,297.35,7,7.0, 1.796714e-01, 4.550000e-02, 1.705857e-01, 1.281000e-01
354,43,1997-02-19,2,1,0,0,17,4,24,1997,2,19,27.2,21.1,24.2,6.1,2.3,0,1997,2,19,297.01,292.25,74.9,13.75,295.7,298,3.1,2.3000000000000114,296.85,8,8.0, 1.488286e-01, 2.970000e-02, 1.815429e-01, 7.732000e-02
355,44,1997-02-26,0,1,0,4,16,7,28,1997,2,26,27.2,22.2,24.7,5.0,0.0,0,1997,2,26,297.24,292.46,74.78,13.94,296.4,298.3,1.2,1.900000000000034,297.35,9,9.0, 1.553400e-01, NaN, 1.579000e-01, 4.896667e-02
356,45,1997-03-05,2,0,0,0,11,5,18,1997,3,5,27.2,21.7,24.5,5.5,2.8,0,1997,3,5,297.54,293.35,77.62,14.73,296.5,299.3,1.6,2.8000000000000114,297.9,10,10.0, 2.277000e-01, NaN, 2.670143e-01, NaN
357,46,1997-03-12,0,0,0,1,9,3,13,1997,3,12,27.8,21.1,24.5,6.7,1.5,0,1997,3,12,297.31,292.33,73.85,13.87,296.4,298.3,0.6,1.900000000000034,297.35,11,11.0, 1.700714e-01, NaN, 1.512429e-01, 8.640000e-02
358,47,1997-03-19,0,0,0,2,4,3,9,1997,3,19,28.9,22.2,25.5,6.7,0.0,0,1997,3,19,297.48,292.91,75.88,14.37,296.5,299,1.1,2.5,297.75,12,12.0, 2.582143e-01, 1.409000e-01, 2.533286e-01, 1.252500e-01
359,48,1997-03-26,0,0,0,1,12,1,14,1997,3,26,28.9,21.7,25.3,7.2,1.8,0,1997,3,26,298.34,292.45,69.95,13.95,297.6,299.6,0.2,2,298.6,13,13.0, 2.076143e-01, 1.124500e-01, 2.154000e-01, 1.070000e-01
360,49,1997-04-02,1,0,0,0,9,1,11,1997,4,2,29.4,23.3,26.3,6.1,0.0,0,1997,4,2,298.18,293.9,77.15,15.27,296.4,300.1,7.03,3.7000000000000455,298.25,14,14.0, 1.983167e-01, NaN, 1.916833e-01, 1.230000e-01
361,50,1997-04-09,0,0,0,0,10,1,11,1997,4,9,28.9,20.6,24.8,8.3,0.0,0,1997,4,9,296.54,289.85,65.98,11.87,295.7,298.1,0.1,2.400000000000034,296.9,15,15.0, 2.164286e-01, 6.020000e-02, 2.027714e-01, 6.982500e-02
362,51,1997-04-16,2,0,0,1,14,2,19,1997,4,16,32.8,21.1,27.0,11.7,0.0,0,1997,4,16,298.49,293.53,73.98,14.9,296.9,300.6,0,3.7000000000000455,298.75,16,16.0, 2.085429e-01, 3.307500e-02, 2.354857e-01, 5.155000e-02
363,52,1997-04-23,0,0,0,1,9,0,10,1997,4,23,32.8,23.3,28.0,9.5,0.0,0,1997,4,23,299.32,294.65,75.85,16.05,297.4,301.5,0,4.100000000000023,299.45,17,17.0, 2.024429e-01, 3.880000e-02, 2.222571e-01, 2.300000e-02
364,1,1997-04-30,0,0,0,1,7,0,8,1997,4,30,33.3,23.9,28.6,9.4,0.0,0,1997,4,30,299.25,295.02,77.6,16.35,297.8,301.1,0.1,3.3000000000000114,299.45000000000005,18,18.0, 1.991000e-01, -3.500000e-03, 1.928833e-01, 7.333333e-03
365,2,1997-05-07,0,0,0,1,7,0,8,1997,5,7,32.2,22.2,27.2,10.0,6.1,3.08,1997,5,7,299.4,294.42,74.2,15.78,298.4,301,0.3,2.6000000000000227,299.7,19,19.0, 1.650857e-01, -5.970000e-02, 1.324571e-01, 3.310000e-02
366,3,1997-05-14,1,0,0,1,7,0,9,1997,5,14,31.7,23.9,27.8,7.8,0.0,0,1997,5,14,299.55,294.73,74.93,16.07,298,300.7,2.4,2.6999999999999886,299.35,20,20.0, 1.175167e-01, 1.019000e-01, 1.297857e-01, 7.470000e-02
367,4,1997-05-21,0,0,0,0,3,0,3,1997,5,21,30.6,24.4,27.5,6.2,0.0,0,1997,5,21,299.39,294.12,72.57,15.48,298.4,300.6,0.2,2.2000000000000455,299.5,21,21.0, 1.590333e-01, 7.980000e-02, 9.873333e-02, 1.065333e-01
368,5,1997-05-28,0,0,0,0,7,0,7,1997,5,28,31.7,22.2,27.0,9.5,0.8,44.19,1997,5,28,298.92,296.05,84.33,17.48,297.9,299.9,6.2,2,298.9,22,22.0, 2.090857e-01, 2.350000e-02, 1.450571e-01, 5.535000e-02
369,6,1997-06-04,0,0,0,0,11,3,14,1997,6,4,32.8,23.9,28.3,8.9,0.0,0,1997,6,4,299.37,296.08,82.18,17.53,298.2,301.5,1.8,3.3000000000000114,299.85,23,23.0, 1.841571e-01, 5.570000e-02, 1.623571e-01, 8.895000e-02
370,7,1997-06-11,0,0,0,0,4,0,4,1997,6,11,32.2,25.6,28.9,6.6,0.0,0,1997,6,11,300.07,296.72,82.1,18.2,299.2,301.1,2.2,1.900000000000034,300.15,24,24.0, 1.477167e-01, 1.197000e-01, 1.914143e-01, 9.040000e-02
371,8,1997-06-18,1,0,0,1,4,3,9,1997,6,18,32.2,26.1,29.2,6.1,1.5,3.51,1997,6,18,299.63,296.29,82,17.67,298.7,300.6,8.6,1.900000000000034,299.65,25,25.0, 1.710429e-01, 1.080000e-02, 2.157000e-01, 5.426667e-02
372,9,1997-06-25,0,0,0,0,9,5,14,1997,6,25,31.7,25.6,28.7,6.1,0.3,0,1997,6,25,300.32,296.1,77.95,17.49,298.8,302.3,7.1,3.5,300.55,26,26.0, 1.302143e-01, 7.490000e-02, 1.368000e-01, 7.762000e-02
373,10,1997-07-02,0,0,0,1,4,2,7,1997,7,2,33.3,23.9,28.6,9.4,0.0,1.04,1997,7,2,300.6,295.75,75.1,17.17,299.4,302.3,0,2.900000000000034,300.85,27,27.0, 1.940286e-01, 1.012000e-01, 1.983714e-01, 9.026667e-02
374,11,1997-07-09,0,0,0,1,7,1,9,1997,7,9,31.1,24.4,27.8,6.7,7.9,8.98,1997,7,9,299.8,296.67,83.05,18.14,298.2,300.5,11.3,2.3000000000000114,299.35,28,28.0, 1.354571e-01, 8.830000e-02, 1.118571e-01, 7.483333e-02
375,12,1997-07-16,0,0,0,0,2,1,3,1997,7,16,31.7,25.0,28.4,6.7,5.1,0.5,1997,7,16,299.38,297.12,87.57,18.62,298.9,299.9,15.6,1,299.4,29,29.0, 1.573143e-01, -5.620000e-02, 1.659714e-01, 1.120000e-02
376,13,1997-07-23,0,0,0,0,3,0,3,1997,7,23,31.1,25.0,28.0,6.1,0.3,3.88,1997,7,23,299.65,296.15,81.2,17.53,298.5,301.1,6.5,2.6000000000000227,299.8,30,30.0, 1.646429e-01, -1.562000e-01, 1.496857e-01, NaN
377,14,1997-07-30,2,0,0,2,8,2,14,1997,7,30,31.1,25.6,28.4,5.5,1.3,2.16,1997,7,30,300.14,296.45,80.5,17.87,299.1,301.7,6.5,2.599999999999966,300.4,31,31.0, 2.511714e-01, 1.393000e-01, 1.919429e-01, 7.825000e-02
378,15,1997-08-06,1,0,0,1,10,0,12,1997,8,6,32.8,26.1,29.5,6.7,0.0,0,1997,8,6,300.5,297.12,82.18,18.63,299.8,301.9,2.6,2.099999999999966,300.85,32,32.0, 1.404571e-01, 9.810000e-02, 1.142286e-01, 9.810000e-02
379,16,1997-08-13,0,0,0,0,10,0,10,1997,8,13,31.1,25.0,28.0,6.1,0.0,3.58,1997,8,13,299.46,296.8,85.53,18.25,298.2,300.9,5.5,2.6999999999999886,299.54999999999995,33,33.0, 1.411000e-01, 8.933333e-03, 1.585714e-01, 4.667500e-02
380,17,1997-08-20,2,0,0,1,17,1,21,1997,8,20,32.2,25.0,28.6,7.2,0.0,1.47,1997,8,20,300.95,296.52,77.12,18,300,302.5,0.1,2.5,301.25,34,34.0, 1.741857e-01, NaN, 1.446000e-01, 1.113500e-01
381,18,1997-08-27,1,0,0,2,21,2,26,1997,8,27,32.2,25.6,28.9,6.6,0.0,3.93,1997,8,27,299.2,297.25,89.27,18.81,298.5,299.6,16.1,1.1000000000000227,299.05,35,35.0, 1.869714e-01, 6.065000e-02, 2.091857e-01, 8.936667e-02
382,19,1997-09-03,1,1,0,2,30,13,47,1997,9,3,31.7,25.0,28.4,6.7,2.3,3.27,1997,9,3,300.49,297,81.35,18.51,299.3,302,2.1,2.6999999999999886,300.65,36,36.0, 2.084000e-01, 1.072000e-01, 1.735571e-01, 1.159667e-01
383,20,1997-09-10,3,1,0,5,25,8,42,1997,9,10,34.4,26.1,30.2,8.3,0.0,1.38,1997,9,10,301.44,296.45,74.43,17.99,299.6,303.6,0.7,4,301.6,37,37.0, 1.973143e-01, 3.495000e-02, 1.827714e-01, 8.150000e-02
384,21,1997-09-17,4,1,0,0,18,8,31,1997,9,17,32.2,25.0,28.6,7.2,0.0,0,1997,9,17,301.24,296.08,73.38,17.46,300.3,302.6,0.2,2.3000000000000114,301.45000000000005,38,38.0, 1.992286e-01, -4.900000e-02, 1.866286e-01, 1.545000e-02
385,22,1997-09-24,1,2,0,0,19,12,34,1997,9,24,31.1,24.4,27.8,6.7,3.0,0.9,1997,9,24,299.78,297.12,85.43,18.66,299.1,300.6,8.7,1.5,299.85,39,39.0, 1.432143e-01, 1.225800e-01, 1.434143e-01, 9.823333e-02
386,23,1997-10-01,0,0,0,1,23,9,33,1997,10,1,31.7,25.0,28.4,6.7,0.3,0,1997,10,1,300.21,295.67,76.53,17.1,299.1,302,2.1,2.8999999999999773,300.55,40,40.0, 2.000571e-01, 1.123000e-01, 1.438857e-01, 1.054000e-01
387,24,1997-10-08,0,0,0,9,33,10,52,1997,10,8,31.1,24.4,27.8,6.7,0.0,22.17,1997,10,8,300.26,296.18,78.55,17.62,298.8,302.9,4.3,4.099999999999966,300.85,41,41.0, 9.027143e-02, 1.900000e-03, 9.990000e-02, 9.582500e-02
388,25,1997-10-15,2,3,0,5,24,22,56,1997,10,15,32.8,25.0,28.9,7.8,8.1,19.89,1997,10,15,299.88,296.73,82.78,18.35,299,301.4,1.4,2.3999999999999773,300.2,42,42.0, 2.018667e-01, -1.515000e-02, 2.107333e-01, 8.310000e-02
389,26,1997-10-22,4,0,0,8,38,20,70,1997,10,22,30.6,25.0,27.8,5.6,0.0,0,1997,10,22,299.87,294.57,72.65,15.99,298.3,301.7,0,3.3999999999999773,300,43,43.0, 3.152429e-01, NaN, 2.916429e-01, 1.966000e-01
390,27,1997-10-29,2,0,0,2,68,40,112,1997,10,29,31.1,25.6,28.4,5.5,0.0,0,1997,10,29,300.68,296.09,76.22,17.51,299.5,301.9,0.9,2.3999999999999773,300.7,44,44.0, 2.978143e-01, NaN, 2.102000e-01, 1.695000e-01
391,28,1997-11-05,0,0,0,0,35,35,70,1997,11,5,30.0,23.3,26.6,6.7,9.7,0,1997,11,5,298.61,294.98,80.32,16.33,297.9,299,4.6,1.1000000000000227,298.45,45,45.0, 1.989571e-01, 7.745000e-02, 1.767429e-01, NaN
392,29,1997-11-12,1,0,0,1,23,22,47,1997,11,12,30.6,25.0,27.8,5.6,0.5,13.8,1997,11,12,299.89,296.6,82.18,18.03,298.9,300.5,3.4,1.6000000000000227,299.7,46,46.0, 1.481429e-01, 6.950000e-02, 1.022714e-01, 1.234500e-01
393,30,1997-11-19,2,1,0,3,34,8,48,1997,11,19,28.9,24.4,26.6,4.5,32.3,0,1997,11,19,299,296.42,85.72,17.85,298.2,299.8,12.1,1.6000000000000227,299,47,47.0, 2.017857e-01, NaN, 1.477857e-01, -1.026000e-01
394,31,1997-11-26,1,1,0,2,28,17,49,1997,11,26,27.8,23.3,25.5,4.5,22.4,3.01,1997,11,26,298.82,296.56,87.32,18.03,298.3,299.7,4.1,1.3999999999999773,299,48,48.0, 1.749286e-01, 2.192000e-01, 2.117571e-01, 1.606000e-01
395,32,1997-12-03,0,0,0,1,31,34,66,1997,12,3,30.0,23.3,26.6,6.7,0.0,0,1997,12,3,299.96,295.37,76.22,16.77,299,301.4,0,2.3999999999999773,300.2,49,49.0, 3.493143e-01, 5.680000e-02, 3.120714e-01, 6.610000e-02
396,33,1997-12-10,0,0,0,2,37,17,56,1997,12,10,30.0,22.8,26.4,7.2,0.0,0,1997,12,10,299.76,295.07,75.38,16.41,298.6,301.1,0.7,2.5,299.85,50,50.0, 2.314143e-01, NaN, 2.354714e-01, -4.480000e-02
397,34,1997-12-17,0,0,0,1,34,26,61,1997,12,17,30.0,23.3,26.6,6.7,0.3,0,1997,12,17,298.88,295.39,81.1,16.75,297.6,300.1,4.3,2.5,298.85,51,51.0, 2.579571e-01, NaN, 2.339000e-01, 1.000000e-04
398,35,1997-12-24,0,3,0,3,36,25,67,1997,12,24,30.6,22.8,26.7,7.8,0.0,0,1997,12,24,299.59,295.24,77.2,16.61,298.4,301.2,0.24,2.8000000000000114,299.79999999999995,52,52.0, 2.132111e-01, 6.630000e-02, 2.257889e-01, 7.592500e-02
399,36,1998-01-01,0,2,1,1,39,21,64,1998,1,1,30.0,23.3,26.6,6.7,3.0,0,1998,1,1,298.89,295.27,80.5,16.59,297.7,299.9,4.8,2.1999999999999886,298.79999999999995,1,1.0, 1.239857e-01, 4.550000e-02, 8.344286e-02, 4.780000e-02
400,37,1998-01-08,2,0,0,3,41,22,68,1998,1,8,28.3,22.8,25.5,5.5,0.5,0,1998,1,8,297.3,294.62,84.97,15.97,296.4,298.5,8.2,2.1000000000000227,297.45,2,2.0, 2.233714e-01, 5.076667e-02, 1.341571e-01, 3.410000e-02
401,38,1998-01-15,3,0,0,4,28,14,49,1998,1,15,28.9,21.1,25.0,7.8,0.0,0,1998,1,15,298.59,293.75,74.55,15.16,297.6,300.3,0,2.6999999999999886,298.95000000000005,3,3.0, 2.047143e-01, -1.615000e-02, 1.985714e-01, -8.225000e-03
402,39,1998-01-22,0,0,1,2,34,13,50,1998,1,22,30.6,23.3,27.0,7.3,0.0,0,1998,1,22,299.04,294.01,73.93,15.42,298,300.5,0.3,2.5,299.25,4,4.0, 2.514571e-01, 1.797000e-01, 1.921000e-01, 3.345000e-02
403,40,1998-01-29,1,0,0,2,42,11,56,1998,1,29,31.7,22.8,27.2,8.9,0.0,0,1998,1,29,298.66,293.65,73.8,15.03,296.9,300.7,0.1,3.8000000000000114,298.79999999999995,5,5.0, 1.461143e-01, 1.315500e-01, 1.313571e-01, 4.582500e-02
404,41,1998-02-05,2,3,0,4,49,17,75,1998,2,5,30.6,23.3,27.0,7.3,20.3,113.44,1998,2,5,298.75,296.68,88.35,18.21,297.9,300.1,10.9,2.2000000000000455,299,6,6.0, 1.274857e-01, -4.790000e-02, 9.734286e-02, -5.250000e-02
405,42,1998-02-12,2,1,0,4,37,19,63,1998,2,12,26.7,21.7,24.2,5.0,0.0,0,1998,2,12,297.04,290.44,66.68,12.29,296.3,298.2,0.6,1.8999999999999773,297.25,7,7.0, 1.819000e-01, 1.182500e-01, 1.763143e-01, 5.590000e-02
406,43,1998-02-19,1,2,0,5,43,11,62,1998,2,19,29.4,21.7,25.5,7.7,0.0,0,1998,2,19,298.9,294.07,74.75,15.44,298,300.4,0,2.3999999999999773,299.2,8,8.0, 2.395714e-01, NaN, 2.387000e-01, 7.540000e-02
407,44,1998-02-26,3,0,0,1,31,6,41,1998,2,26,28.3,23.9,26.1,4.4,0.0,0,1998,2,26,297.36,294.01,81.62,15.4,296.5,298.6,3.9,2.1000000000000227,297.55,9,9.0, 2.433800e-01, 1.545000e-01, 1.549833e-01, 8.490000e-02
408,45,1998-03-05,2,2,0,9,32,5,50,1998,3,5,29.4,21.1,25.2,8.3,9.7,0,1998,3,5,299.39,295.5,79.6,16.93,298.2,301.2,2.08,3,299.7,10,10.0, 1.728429e-01, 6.366667e-02, 1.622143e-01, 9.633333e-02
409,46,1998-03-12,2,1,0,4,24,3,34,1998,3,12,28.3,20.6,24.5,7.7,0.0,0,1998,3,12,297.9,292.98,74.23,14.43,296.7,299.5,0.3,2.8000000000000114,298.1,11,11.0, 1.391714e-01, NaN, 1.625286e-01, 7.970000e-02
410,47,1998-03-19,2,1,0,5,23,0,31,1998,3,19,29.4,22.2,25.8,7.2,5.3,0,1998,3,19,297.71,293.5,77.5,14.88,296.5,299.6,6.6,3.1000000000000227,298.05,12,12.0, 2.129286e-01, 6.040000e-02, 2.124143e-01, 8.823333e-02
411,48,1998-03-26,4,2,0,4,23,5,38,1998,3,26,28.9,22.8,25.8,6.1,1.5,0,1998,3,26,297.8,294.33,80.97,15.64,296.9,298.8,3.8,1.900000000000034,297.85,13,13.0, 1.881667e-01, NaN, 1.685000e-01, 7.310000e-02
412,49,1998-04-02,1,0,0,4,23,2,30,1998,4,2,28.3,21.7,25.0,6.6,3.6,0,1998,4,2,297.46,293.88,80.6,15.27,296.1,299,4.8,2.8999999999999773,297.55,14,14.0, 1.485333e-01, 6.720000e-02, 1.277429e-01, 2.766667e-02
413,50,1998-04-09,0,0,0,5,24,3,32,1998,4,9,29.4,23.9,26.6,5.5,0.0,0,1998,4,9,298.16,294.15,78.45,15.5,297.2,299.2,0,2,298.2,15,15.0, 9.894286e-02, 4.800000e-02, 1.027714e-01, 6.520000e-02
414,51,1998-04-16,3,0,0,4,17,2,26,1998,4,16,27.8,21.7,24.8,6.1,67.8,22.22,1998,4,16,296.95,294.52,86.15,15.86,296.6,297.3,11,0.6999999999999886,296.95000000000005,16,16.0, 1.139714e-01, 3.080000e-02, 1.258571e-01, 7.600000e-02
415,52,1998-04-23,2,1,1,7,18,1,30,1998,4,23,31.1,23.9,27.5,7.2,4.1,0,1998,4,23,299.81,296.17,80.6,17.6,298.5,301.3,0.2,2.8000000000000114,299.9,17,17.0, 1.444857e-01, 6.710000e-02, 1.479571e-01, 9.136667e-02
416,1,1998-04-30,4,2,0,1,27,2,36,1998,4,30,29.4,25.0,27.2,4.4,0.0,0,1998,4,30,298.29,293.92,76.93,15.32,297.7,299,2.5,1.3000000000000114,298.35,18,18.0, 2.191857e-01, 1.063000e-01, 2.073286e-01, 4.610000e-02
417,2,1998-05-07,2,0,0,7,24,2,35,1998,5,7,27.8,23.9,25.8,3.9,0.5,30.49,1998,5,7,298.37,295,81.93,16.41,297.2,300.6,8.2,3.400000000000034,298.9,19,19.0, 1.582429e-01, NaN, 1.198143e-01, 9.693333e-02
418,3,1998-05-14,5,0,0,9,30,2,46,1998,5,14,32.2,23.3,27.8,8.9,34.3,4.5,1998,5,14,300.81,297.68,83.28,19.32,298.8,302.3,10.4,3.5,300.55,20,20.0, 1.317833e-01, NaN, 1.003000e-01, 4.255000e-02
419,4,1998-05-21,1,4,0,6,33,4,48,1998,5,21,30.6,25.0,27.8,5.6,0.0,4.02,1998,5,21,300,297.15,84.48,18.65,299.1,300.9,4.4,1.7999999999999545,300,21,21.0, 1.648667e-01, -3.000000e-03, 1.742000e-01, 3.362500e-02
420,5,1998-05-28,3,1,2,7,27,4,44,1998,5,28,30.6,25.0,27.8,5.6,0.3,0,1998,5,28,299.86,295.75,78.1,17.06,298.8,301.4,1.4,2.599999999999966,300.1,22,22.0, 1.550833e-01, 4.840000e-02, 1.645167e-01, 3.720000e-02
421,6,1998-06-04,5,1,0,9,33,3,51,1998,6,4,31.7,25.0,28.4,6.7,0.0,9.24,1998,6,4,300.87,297.38,81.47,18.93,299.2,302.5,1.5,3.3000000000000114,300.85,23,23.0, 1.536000e-01, -4.270000e-02, 1.221429e-01, 7.076667e-02
422,7,1998-06-11,6,1,0,10,37,5,59,1998,6,11,31.1,25.0,28.0,6.1,0.8,0,1998,6,11,300.2,296.05,78.05,17.41,298.9,301.6,1,2.7000000000000455,300.25,24,24.0, 2.368143e-01, 1.212500e-01, 2.751714e-01, 1.212500e-01
423,8,1998-06-18,1,3,2,4,51,10,71,1998,6,18,31.1,24.4,27.8,6.7,8.1,2.77,1998,6,18,299.31,296.58,84.93,17.99,298.3,300.1,21.2,1.8000000000000114,299.20000000000005,25,25.0, 2.078286e-01, 7.250000e-02, 1.756286e-01, 5.090000e-02
424,9,1998-06-25,11,2,0,12,65,12,102,1998,6,25,31.7,25.0,28.4,6.7,0.0,1.76,1998,6,25,300.12,295.97,78.07,17.32,299.6,300.5,4.5,0.8999999999999773,300.05,26,26.0, 1.447000e-01, 3.745000e-02, 1.523571e-01, 1.670000e-02
425,10,1998-07-02,3,1,0,3,87,34,128,1998,7,2,31.7,25.6,28.7,6.1,0.0,2.7,1998,7,2,300.56,297.48,83.28,18.97,300.2,301.3,3.45,1.1000000000000227,300.75,27,27.0, 1.718429e-01, 7.150000e-02, 1.558857e-01, 9.607500e-02
426,11,1998-07-09,8,1,0,17,71,30,127,1998,7,9,31.1,23.9,27.5,7.2,6.1,0.9,1998,7,9,300.11,297.42,85.43,18.94,299.1,301.5,4.7,2.3999999999999773,300.3,28,28.0, 1.886286e-01, -3.095000e-02, 1.695286e-01, 6.280000e-02
427,12,1998-07-16,11,5,0,8,63,63,150,1998,7,16,31.1,24.4,27.8,6.7,6.9,0,1998,7,16,299.97,296.27,80.3,17.69,299.4,300.6,4.5,1.2000000000000455,300,29,29.0, 8.254286e-02, 2.890000e-02, 6.893333e-02, 4.713333e-02
428,13,1998-07-23,4,5,1,9,93,79,191,1998,7,23,31.1,24.4,27.8,6.7,2.0,0,1998,7,23,299.57,296.45,83.25,17.94,298.9,300,16.2,1.1000000000000227,299.45,30,30.0, 1.776429e-01, 5.540000e-02, 1.602571e-01, 1.065000e-01
429,14,1998-07-30,2,3,5,9,119,118,256,1998,7,30,32.2,25.0,28.6,7.2,4.6,0,1998,7,30,300.52,297.53,83.85,19.06,298.8,302.2,6.7,3.3999999999999773,300.5,31,31.0, 2.697500e-01, 1.406500e-01, 2.465286e-01, 1.270000e-01
430,15,1998-08-06,6,7,2,11,105,198,329,1998,8,6,32.2,26.7,29.5,5.5,0.3,0,1998,8,6,300.25,297.77,86.37,19.36,299.3,301.6,9.6,2.3000000000000114,300.45000000000005,32,32.0, 1.758571e-01, 2.866667e-02, 1.526857e-01, 5.762500e-02
431,16,1998-08-13,8,3,2,15,70,165,263,1998,8,13,32.8,26.7,29.8,6.1,0.0,0,1998,8,13,301.54,298.12,81.75,19.71,300.3,303,1.2,2.6999999999999886,301.65,33,33.0, 1.854333e-01, 5.346667e-02, 1.739000e-01, 9.350000e-02
432,17,1998-08-20,5,1,0,11,58,145,220,1998,8,20,31.1,24.4,27.8,6.7,16.3,10.1,1998,8,20,300.39,297.12,82.53,18.66,298.8,302.3,13.8,3.5,300.55,34,34.0, 1.809667e-01, 1.072000e-01, 1.720333e-01, 5.670000e-02
433,18,1998-08-27,7,4,2,12,58,121,204,1998,8,27,31.7,26.1,28.9,5.6,7.4,13.44,1998,8,27,299.99,297.53,86.5,19.11,299,300.6,26.8,1.6000000000000227,299.8,35,35.0, 1.548167e-01, 3.070000e-02, 1.902571e-01, 7.575000e-02
434,19,1998-09-03,1,1,0,5,44,130,181,1998,9,3,32.2,25.0,28.6,7.2,1.3,23.36,1998,9,3,299.61,297.33,87.55,18.92,298.7,301.1,9.9,2.400000000000034,299.9,36,36.0, 1.585429e-01, 3.880000e-02, 1.456429e-01, 5.403333e-02
435,20,1998-09-10,0,0,2,0,19,78,99,1998,9,10,34.4,26.1,30.2,8.3,0.0,0,1998,9,10,301.25,297.4,79.95,18.96,299.8,303,0.4,3.1999999999999886,301.4,37,37.0, 1.518857e-01, 7.465000e-02, 1.220000e-01, 5.796667e-02
